Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
1.450000E-02   1.701667E-02
1.452083E-02   1.873528E-02
1.454167E-02   1.910194E-02
1.456250E-02   2.006954E-02
1.458333E-02   2.113684E-02
1.460417E-02   2.271156E-02
1.462500E-02   2.295495E-02
1.464583E-02   2.339293E-02
1.466667E-02   2.409784E-02
1.468750E-02   2.295540E-02
1.470833E-02   2.115527E-02
1.472917E-02   1.798217E-02
1.475000E-02   1.461887E-02
1.477083E-02   1.199893E-02
1.479167E-02   8.730285E-03
1.481250E-02   4.244087E-03
1.483333E-02   9.000689E-04
1.485417E-02   -2.745412E-03
1.487500E-02   -6.265523E-03
1.489583E-02   -8.016592E-03
1.491667E-02   -8.344533E-03
1.493750E-02   -7.911094E-03
1.495833E-02   -6.094221E-03
1.497917E-02   -4.126303E-03
1.500000E-02   -1.342692E-03
1.502083E-02   2.557247E-03
1.504167E-02   4.853053E-03
1.506250E-02   6.782328E-03
1.508333E-02   8.488686E-03
1.510417E-02   9.484659E-03
1.512500E-02   9.816642E-03
1.514583E-02   8.794613E-03
1.516667E-02   8.023396E-03
1.518750E-02   8.769542E-03
1.520833E-02   8.794444E-03
1.522917E-02   8.927492E-03
1.525000E-02   9.754287E-03
1.527083E-02   1.093676E-02
1.529167E-02   1.292011E-02
1.531250E-02   1.375978E-02
1.533333E-02   1.429015E-02
1.535417E-02   1.542088E-02
1.537500E-02   1.680458E-02
1.539583E-02   1.845138E-02
1.541667E-02   1.907445E-02
1.543750E-02   1.902047E-02
1.545833E-02   2.024532E-02
1.547917E-02   2.140209E-02
1.550000E-02   2.094641E-02
1.552083E-02   1.973759E-02
1.554167E-02   1.875333E-02
1.556250E-02   1.834934E-02
1.558333E-02   1.806299E-02
1.560417E-02   1.623187E-02
1.562500E-02   1.370257E-02
1.564583E-02   1.334389E-02
1.566667E-02   1.282231E-02
1.568750E-02   1.096957E-02
1.570833E-02   9.713208E-03
1.572917E-02   8.231953E-03
1.575000E-02   5.384529E-03
1.577083E-02   2.650829E-03
1.579167E-02   2.555803E-04
1.581250E-02   -2.298433E-03
1.583333E-02   -4.607439E-03
1.585417E-02   -5.911386E-03
1.587500E-02   -6.499841E-03
1.589583E-02   -8.073446E-03
1.591667E-02   -9.110637E-03
1.593750E-02   -8.605241E-03
1.595833E-02   -8.236334E-03
1.597917E-02   -8.151487E-03
1.600000E-02   -7.490313E-03
1.602083E-02   -6.735917E-03
1.604167E-02   -4.899845E-03
1.606250E-02   -2.598628E-03
1.608333E-02   -4.609410E-04
1.610417E-02   3.493454E-03
1.612500E-02   7.898321E-03
1.614583E-02   1.086717E-02
1.616667E-02   1.324820E-02
1.618750E-02   1.646689E-02
1.620833E-02   1.804369E-02
1.622917E-02   1.779866E-02
1.625000E-02   1.748786E-02
1.627083E-02   1.777781E-02
1.629167E-02   1.793861E-02
1.631250E-02   1.691074E-02
1.633333E-02   1.622229E-02
1.635417E-02   1.632441E-02
1.637500E-02   1.621815E-02
1.639583E-02   1.578594E-02
1.641667E-02   1.513560E-02
1.643750E-02   1.433126E-02
1.645833E-02   1.428177E-02
1.647917E-02   1.417587E-02
1.650000E-02   1.361114E-02
1.652083E-02   1.236603E-02
1.654167E-02   1.116369E-02
1.656250E-02   1.030569E-02
1.658333E-02   9.013240E-03
1.660417E-02   6.883411E-03
1.662500E-02   4.698077E-03
1.664583E-02   3.087544E-03
1.666667E-02   1.460085E-03
1.668750E-02   2.704124E-04
1.670833E-02   -7.402516E-04
1.672917E-02   -1.968706E-03
1.675000E-02   -2.184959E-03
1.677083E-02   -1.643928E-03
1.679167E-02   -1.458158E-03
1.681250E-02   -9.944148E-04
1.683333E-02   -9.240079E-04
1.685417E-02   -1.054754E-03
1.687500E-02   -1.157812E-03
